背番号,Unnamed: 1,HG,名前,Pos.,出生地 ※1,生年月日,身長/体重,出場 試合数 ※2,ゴール 数 ※3,player_no,position,player_name,birth,height_weight,club_key,club_name,fetched_at,source_url
4.0,,,西村 慧祐,DF,東京都,1998/2/19,187/81,0,0,4.0,DF,西村 慧祐,1998/2/19,187/81,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
6.0,,HG,山田 拓巳,DF,東京都,1989/11/25,170/67,0,0,6.0,DF,山田 拓巳,1989/11/25,170/67,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
13.0,,,野嶽 寛也,DF,鹿児島県,2000/12/3,173/66,3,0,13.0,DF,野嶽 寛也,2000/12/3,173/66,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
15.0,,,川井 歩,DF,山口県,1999/8/12,177/66,1,0,15.0,DF,川井 歩,1999/8/12,177/66,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
19.0,,,岡本 一真,DF,神奈川県,2003/9/19,175/70,3,1,19.0,DF,岡本 一真,2003/9/19,175/70,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
22.0,,,城和 隼颯,DF,千葉県,1998/8/25,187/88,3,0,22.0,DF,城和 隼颯,1998/8/25,187/88,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
29.0,,HG,相馬 丞,DF,山形県,2001/6/15,182/76,0,0,29.0,DF,相馬 丞,2001/6/15,182/76,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
49.0,,,坂本 稀吏也,DF,兵庫県,2003/4/23,184/78,2,0,49.0,DF,坂本 稀吏也,2003/4/23,184/78,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
7.0,,,中村 亮太朗,MF,新潟県,1997/9/27,179/70,3,0,7.0,MF,中村 亮太朗,1997/9/27,179/70,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
8.0,,,土居 聖真,MF,山形県,1992/5/21,172/63,3,1,8.0,MF,土居 聖真,1992/5/21,172/63,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
10.0,,,氣田 亮真,MF,千葉県,1997/8/12,172/66,3,0,10.0,MF,氣田 亮真,1997/8/12,172/66,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
14.0,,,柳町 魁耀,MF,茨城県,2002/5/7,175/68,0,0,14.0,MF,柳町 魁耀,2002/5/7,175/68,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
17.0,,,寺山 翼,MF,埼玉県,2000/4/10,180/78,3,0,17.0,MF,寺山 翼,2000/4/10,180/78,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
18.0,,,横山 塁,MF,東京都,1999/9/30,180/68,0,0,18.0,MF,横山 塁,1999/9/30,180/68,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
20.0,,,吉尾 海夏,MF,兵庫県,1998/6/28,169/66,0,0,20.0,MF,吉尾 海夏,1998/6/28,169/66,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
21.0,,,田中 渉,MF,群馬県,2000/9/23,169/65,0,0,21.0,MF,田中 渉,2000/9/23,169/65,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
23.0,,,田中 祉同,MF,兵庫県,2003/5/22,168/65,0,0,23.0,MF,田中 祉同,2003/5/22,168/65,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
24.0,,,平賀 大空,MF,兵庫県,2005/3/2,173/71,3,0,24.0,MF,平賀 大空,2005/3/2,173/71,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
25.0,,,國分 伸太郎,MF,岡山県,1994/8/31,172/66,3,0,25.0,MF,國分 伸太郎,1994/8/31,172/66,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
27.0,,,榎本 啓吾,MF,千葉県,1999/9/5,165/62,0,0,27.0,MF,榎本 啓吾,1999/9/5,165/62,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
30.0,,,竹ノ谷 優駕スベディ,MF,埼玉県,2007/12/27,178/64,0,0,30.0,MF,竹ノ谷 優駕スベディ,2007/12/27,178/64,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
88.0,,,タリソン アウベス,MF,ブラジル,1999/3/2,183/78,3,0,88.0,MF,タリソン アウベス,1999/3/2,183/78,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
9.0,,HG,高橋 潤哉,FW,秋田県,1997/5/28,178/78,3,0,9.0,FW,高橋 潤哉,1997/5/28,178/78,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
11.0,,,ディサロ 燦シルヴァーノ,FW,東京都,1996/4/2,175/72,3,2,11.0,FW,ディサロ 燦シルヴァーノ,1996/4/2,175/72,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
55.0,,,堀金 峻明,FW,福岡県,2002/12/25,182/79,3,1,55.0,FW,堀金 峻明,2002/12/25,182/79,yamagata,モンテディオ山形,2026-02-22T16:17:54,https://www.jleague.jp/club/ajax_player/
21.0,,HG,市川 暉記,GK,神奈川県,1998/10/19,190/86,0,0,21.0,GK,市川 暉記,1998/10/19,190/86,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
27.0,,,ヤクブ スウォビィク,GK,ポーランド,1991/8/31,190/85,0,0,27.0,GK,ヤクブ スウォビィク,1991/8/31,190/85,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
42.0,,,石井 僚,GK,群馬県,2000/7/11,191/84,2,0,42.0,GK,石井 僚,2000/7/11,191/84,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
50.0,,,山岸 克斗,GK,埼玉県,2008/8/16,188/86,0,0,50.0,GK,山岸 克斗,2008/8/16,188/86,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
3.0,,,鈴木 準弥,DF,静岡県,1996/1/7,176/71,2,0,3.0,DF,鈴木 準弥,1996/1/7,176/71,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
5.0,,,細井 響,DF,千葉県,2003/10/31,183/77,2,0,5.0,DF,細井 響,2003/10/31,183/77,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
16.0,,,伊藤 槙人,DF,静岡県,1992/10/18,183/76,2,0,16.0,DF,伊藤 槙人,1992/10/18,183/76,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
19.0,,HG,杉田 隼,DF,神奈川県,2004/1/9,179/65,1,0,19.0,DF,杉田 隼,2004/1/9,179/65,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
22.0,,,岩武 克弥,DF,大分県,1996/6/4,175/70,1,0,22.0,DF,岩武 克弥,1996/6/4,175/70,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
24.0,,HG,秦 樹,DF,神奈川県,2007/5/1,182/70,0,0,24.0,DF,秦 樹,2007/5/1,182/70,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
48.0,,,新保 海鈴,DF,東京都,2002/8/16,171/64,2,0,48.0,DF,新保 海鈴,2002/8/16,171/64,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
94.0,,,佐藤 颯真,DF,愛知県,2003/11/3,183/72,0,0,94.0,DF,佐藤 颯真,2003/11/3,183/72,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
7.0,,,山田 康太,MF,神奈川県,1999/7/10,175/68,2,0,7.0,MF,山田 康太,1999/7/10,175/68,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
8.0,,HG,小倉 陽太,MF,神奈川県,2001/5/3,183/78,1,0,8.0,MF,小倉 陽太,2001/5/3,183/78,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
13.0,,,窪田 稜,MF,千葉県,2001/1/5,171/68,1,0,13.0,MF,窪田 稜,2001/1/5,171/68,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
14.0,,HG,高塩 隼生,MF,神奈川県,2004/6/3,170/63,0,0,14.0,MF,高塩 隼生,2004/6/3,170/63,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
20.0,,,村田 透馬,MF,大阪府,2000/7/22,173/64,2,1,20.0,MF,村田 透馬,2000/7/22,173/64,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
26.0,,,横山 暁之,MF,東京都,1997/3/26,171/65,1,0,26.0,MF,横山 暁之,1997/3/26,171/65,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
28.0,,,熊倉 弘貴,MF,新潟県,2002/5/16,174/70,0,0,28.0,MF,熊倉 弘貴,2002/5/16,174/70,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
35.0,,,宇田 光史朗,MF,兵庫県,2004/9/26,182/72,0,0,35.0,MF,宇田 光史朗,2004/9/26,182/72,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
39.0,,,遠藤 貴成,MF,新潟県,2002/10/19,172/67,2,0,39.0,MF,遠藤 貴成,2002/10/19,172/67,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
77.0,,,髙江 麗央,MF,熊本県,1998/6/27,171/71,2,0,77.0,MF,髙江 麗央,1998/6/27,171/71,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
78.0,,HG,岩崎 亮佑,MF,神奈川県,2008/1/30,174/68,0,0,78.0,MF,岩崎 亮佑,2008/1/30,174/68,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
9.0,,,ルキアン,FW,ブラジル,1991/9/21,183/87,2,0,9.0,FW,ルキアン,1991/9/21,183/87,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
10.0,,,ジョアン パウロ,FW,ブラジル,1996/11/28,179/73,2,0,10.0,FW,ジョアン パウロ,1996/11/28,179/73,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
17.0,,,室井 彗佑,FW,東京都,2000/4/17,170/65,1,0,17.0,FW,室井 彗佑,2000/4/17,170/65,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
18.0,,,森 海渡,FW,千葉県,2000/6/7,185/80,0,0,18.0,FW,森 海渡,2000/6/7,185/80,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
23.0,,HG,前田 勘太朗,FW,東京都,2007/7/10,177/67,0,0,23.0,FW,前田 勘太朗,2007/7/10,177/67,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
49.0,,,駒沢 直哉,FW,石川県,2002/5/17,178/79,2,0,49.0,FW,駒沢 直哉,2002/5/17,178/79,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
90.0,,,アダイウトン,FW,ブラジル,1990/12/6,176/83,2,0,90.0,FW,アダイウトン,1990/12/6,176/83,yokohamafc,横浜ＦＣ,2026-02-22T16:17:57,https://www.jleague.jp/club/ajax_player/
1.0,,,河田 晃兵,GK,大分県,1987/10/13,184/78,3,0,1.0,GK,河田 晃兵,1987/10/13,184/78,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
31.0,,,イ ミンギ,GK,大韓民国,2003/3/13,188/85,0,0,31.0,GK,イ ミンギ,2003/3/13,188/85,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
33.0,,HG,山内 康太,GK,山梨県,1999/11/5,187/81,0,0,33.0,GK,山内 康太,1999/11/5,187/81,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
97.0,,,東 ジョン,GK,愛知県,2002/5/2,187/85,0,0,97.0,GK,東 ジョン,2002/5/2,187/85,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
2.0,,HG,井上 樹,DF,山梨県,2001/5/28,178/74,2,0,2.0,DF,井上 樹,2001/5/28,178/74,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
3.0,,,野澤 陸,DF,栃木県,1998/12/7,185/80,0,0,3.0,DF,野澤 陸,1998/12/7,185/80,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
4.0,,,山本 英臣,DF,千葉県,1980/6/26,175/69,0,0,4.0,DF,山本 英臣,1980/6/26,175/69,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
5.0,,HG,一瀬 大寿,DF,山梨県,2002/9/27,186/79,0,0,5.0,DF,一瀬 大寿,2002/9/27,186/79,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
17.0,,,福元 竣,DF,埼玉県,2004/2/20,185/87,0,0,17.0,DF,福元 竣,2004/2/20,185/87,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
22.0,,,小出 悠太,DF,千葉県,1994/10/20,180/76,3,0,22.0,DF,小出 悠太,1994/10/20,180/76,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
44.0,,,福井 啓太,DF,埼玉県,2002/5/19,179/75,3,0,44.0,DF,福井 啓太,2002/5/19,179/75,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
6.0,,HG,小林 岩魚,MF,山梨県,1996/10/17,178/72,0,0,6.0,MF,小林 岩魚,1996/10/17,178/72,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
7.0,,,荒木 翔,MF,神奈川県,1995/8/25,166/65,3,1,7.0,MF,荒木 翔,1995/8/25,166/65,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
8.0,,,安田 虎士朗,MF,石川県,2003/8/14,173/69,3,0,8.0,MF,安田 虎士朗,2003/8/14,173/69,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
11.0,,,熊倉 弘達,MF,新潟県,2002/5/16,171/69,2,0,11.0,MF,熊倉 弘達,2002/5/16,171/69,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
13.0,,,村上 千歩,MF,熊本県,2001/5/28,175/70,1,0,13.0,MF,村上 千歩,2001/5/28,175/70,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
15.0,,,米陀 大洋,MF,東京都,2003/4/6,170/67,0,0,15.0,MF,米陀 大洋,2003/4/6,170/67,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
16.0,,,林田 滉也,MF,大分県,1999/7/14,175/73,1,0,16.0,MF,林田 滉也,1999/7/14,175/73,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
19.0,,,水野 颯太,MF,静岡県,2000/6/30,175/69,3,0,19.0,MF,水野 颯太,2000/6/30,175/69,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
20.0,,,遠藤 光,MF,神奈川県,2000/6/5,178/72,2,0,20.0,MF,遠藤 光,2000/6/5,178/72,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
24.0,,,佐藤 恵介,MF,東京都,2002/6/25,171/69,3,0,24.0,MF,佐藤 恵介,2002/6/25,171/69,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
25.0,,,平塚 悠知,MF,北海道,1996/4/13,175/63,1,0,25.0,MF,平塚 悠知,1996/4/13,175/63,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
26.0,,,佐藤 和弘,MF,岐阜県,1990/9/28,176/68,1,0,26.0,MF,佐藤 和弘,1990/9/28,176/68,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
27.0,,,武井 成豪,MF,埼玉県,1998/4/15,181/75,3,0,27.0,MF,武井 成豪,1998/4/15,181/75,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
47.0,,HG,保坂 知希,MF,山梨県,2006/5/25,168/57,0,0,47.0,MF,保坂 知希,2006/5/25,168/57,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
9.0,,,三平 和司,FW,神奈川県,1988/1/13,175/68,2,1,9.0,FW,三平 和司,1988/1/13,175/68,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
10.0,,HG,内藤 大和,FW,山梨県,2004/7/14,179/73,3,3,10.0,FW,内藤 大和,2004/7/14,179/73,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
14.0,,,藤井 一志,FW,東京都,2001/9/30,174/73,3,1,14.0,FW,藤井 一志,2001/9/30,174/73,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
23.0,,,スタチオーリ ミケーレ,FW,東京都,2003/10/6,178/76,3,1,23.0,FW,スタチオーリ ミケーレ,2003/10/6,178/76,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
29.0,,,大島 康樹,FW,埼玉県,1996/5/30,177/66,3,0,29.0,FW,大島 康樹,1996/5/30,177/66,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
32.0,,,太田 龍之介,FW,京都府,2002/4/1,185/76,0,0,32.0,FW,太田 龍之介,2002/4/1,185/76,kofu,ヴァンフォーレ甲府,2026-02-22T16:17:59,https://www.jleague.jp/club/ajax_player/
1.0,,HG,平尾 駿輝,GK,大阪府,2003/8/12,186/83,0,0,1.0,GK,平尾 駿輝,2003/8/12,186/83,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
21.0,,,寺門 陸,GK,神奈川県,2002/11/23,182/80,0,0,21.0,GK,寺門 陸,2002/11/23,182/80,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
31.0,,,コ ボンジョ,GK,大韓民国,2002/2/15,191/82,0,0,31.0,GK,コ ボンジョ,2002/2/15,191/82,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
99.0,,,原田 岳,GK,岩手県,1998/5/22,188/84,2,0,99.0,GK,原田 岳,1998/5/22,188/84,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
3.0,,,香川 勇気,DF,兵庫県,1992/7/2,177/70,0,0,3.0,DF,香川 勇気,1992/7/2,177/70,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
5.0,,,今瀬 淳也,DF,千葉県,1993/1/3,184/81,0,0,5.0,DF,今瀬 淳也,1993/1/3,184/81,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
13.0,,,深澤 壯太,DF,大阪府,2003/3/20,175/70,2,0,13.0,DF,深澤 壯太,2003/3/20,175/70,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
19.0,,,實藤 友紀,DF,徳島県,1989/1/19,179/72,1,0,19.0,DF,實藤 友紀,1989/1/19,179/72,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
23.0,,,西矢 慎平,DF,兵庫県,2001/8/11,173/70,0,0,23.0,DF,西矢 慎平,2001/8/11,173/70,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
25.0,,,安光 将作,DF,アメリカ合衆国,1999/11/2,180/73,2,0,25.0,DF,安光 将作,1999/11/2,180/73,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
26.0,,,鍋田 純志,DF,富山県,2000/1/2,179/68,0,0,26.0,DF,鍋田 純志,2000/1/2,179/68,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
40.0,,,竹内 豊,DF,新潟県,2003/1/21,184/80,1,0,40.0,DF,竹内 豊,2003/1/21,184/80,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
56.0,,,岡本 將成,DF,富山県,2000/4/7,184/82,2,0,56.0,DF,岡本 將成,2000/4/7,184/82,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
6.0,,,瀬良 俊太,MF,埼玉県,2001/10/11,174/68,0,0,6.0,MF,瀬良 俊太,2001/10/11,174/68,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
7.0,,,亀田 歩夢,MF,神奈川県,2006/12/19,168/58,2,2,7.0,MF,亀田 歩夢,2006/12/19,168/58,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
8.0,,HG,松岡 大智,MF,富山県,1999/1/23,171/63,1,0,8.0,MF,松岡 大智,1999/1/23,171/63,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
14.0,,,谷本 駿介,MF,大阪府,2001/3/7,173/68,2,0,14.0,MF,谷本 駿介,2001/3/7,173/68,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
16.0,,,末木 裕也,MF,山梨県,1997/5/16,177/76,1,0,16.0,MF,末木 裕也,1997/5/16,177/76,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
17.0,,,湯之前 匡央,MF,和歌山県,2003/12/30,171/69,0,0,17.0,MF,湯之前 匡央,2003/12/30,171/69,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
18.0,,,伊藤 拓巳,MF,千葉県,2000/7/29,169/65,0,0,18.0,MF,伊藤 拓巳,2000/7/29,169/65,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
20.0,,,チョン ウヨン,MF,大韓民国,1989/12/14,186/78,1,0,20.0,MF,チョン ウヨン,1989/12/14,186/78,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
22.0,,,椎名 伸志,MF,北海道,1991/10/15,166/60,1,0,22.0,MF,椎名 伸志,1991/10/15,166/60,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
28.0,,,布施谷 翔,MF,東京都,2000/9/21,175/70,2,0,28.0,MF,布施谷 翔,2000/9/21,175/70,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
32.0,,,溝口 駿,MF,神奈川県,2002/6/6,176/69,2,0,32.0,MF,溝口 駿,2002/6/6,176/69,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
33.0,,,髙橋 馨希,MF,神奈川県,2001/6/16,175/70,1,0,33.0,MF,髙橋 馨希,2001/6/16,175/70,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
34.0,,,竹中 元汰,MF,兵庫県,2003/1/25,173/67,0,0,34.0,MF,竹中 元汰,2003/1/25,173/67,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
48.0,,,植田 啓太,MF,神奈川県,2002/9/3,175/71,0,0,48.0,MF,植田 啓太,2002/9/3,175/71,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
77.0,,,香川 太朗,MF,兵庫県,2004/7/14,166/62,1,0,77.0,MF,香川 太朗,2004/7/14,166/62,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
9.0,,,吉平 翼,FW,大分県,1998/1/5,172/70,1,1,9.0,FW,吉平 翼,1998/1/5,172/70,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
10.0,,,松田 力,FW,大阪府,1991/7/24,175/70,0,0,10.0,FW,松田 力,1991/7/24,175/70,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
11.0,,,小川 慶治朗,FW,兵庫県,1992/7/14,170/67,2,1,11.0,FW,小川 慶治朗,1992/7/14,170/67,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
15.0,,HG,坪井 清志郎,FW,富山県,2000/2/1,178/73,0,0,15.0,FW,坪井 清志郎,2000/2/1,178/73,toyama,カターレ富山,2026-02-22T16:18:01,https://www.jleague.jp/club/ajax_player/
